geo_id,start_date,end_date,weeks,missing_weeks,zero_pct,mean_cases,median_cases,std_cases,cv,max_cases,p95_cases,p99_cases,sum_cases,skewness,variance_to_mean,top_10pct_weeks_share
DHA_DIV,2021-12-27,2025-09-15,195,0,3.076923076923077,1436.1076923076923,195.0,2481.5283376186617,1.7279542132603405,10491.0,8042.099999999999,10047.92,280041.0,2.1825735952941874,4287.967346313096,0.5544152463389289
DHA_METRO,2021-12-27,2025-09-15,195,0,3.076923076923077,1003.5230769230769,167.0,1675.3821054335572,1.6695003273571758,7963.0,5298.99999999999,7210.640000000001,195687.0,2.207605394671597,2797.0509734696775,0.5255382319724867
CHA,2021-12-27,2025-09-15,195,0,6.666666666666667,372.8102564102564,61.0,658.9087431906081,1.7674104503860986,3101.0,2216.7999999999997,2889.56,72698.0,2.489802137096465,1164.5621985658506,0.5692591267985364
BAR,2021-12-27,2025-09-15,195,0,14.358974358974358,303.9230769230769,33.0,574.1040525240214,1.8889781530782788,2690.0,1817.1999999999987,2580.92,59265.0,2.5509047069454804,1084.4700128115812,0.6110351809668438
KHU,2021-12-27,2025-09-15,195,0,15.897435897435896,253.67179487179487,9.0,547.4627935146317,2.1581539792049727,2508.0,1718.9999999999989,2440.02,49466.0,2.8110653338463134,1181.509006290273,0.6781223466623539
RAJ,2021-12-27,2025-09-15,195,0,35.38461538461539,140.97435897435898,2.0,302.69596933988527,2.1471703900064614,1374.0,879.8999999999963,1326.08,27490.0,2.74979858336761,649.9398225409054,0.6850854856311386
MYM,2021-12-27,2025-09-15,195,0,20.51282051282051,65.71282051282051,5.0,128.49970752802204,1.9554739322588026,624.0,365.1999999999991,545.36,12814.0,2.501152637213165,251.27782837392735,0.6191665366005931
RAN,2021-12-27,2025-09-15,195,0,50.256410256410255,38.06666666666667,0.0,89.73569820671173,2.357330075482795,468.0,280.0999999999999,375.84000000000015,7423.0,2.867578752085622,211.5366602271291,0.7399973056715614
SYL,2021-12-27,2025-09-15,195,0,55.8974358974359,10.071794871794872,0.0,24.873182974800624,2.4695879226507746,142.0,56.499999999999915,141.0,1964.0,3.6475491686341273,61.426512272450495,0.7179226069246436
