geo_id,BAR,CHA,DHA_DIV,DHA_METRO,KHU,MYM,RAJ,RAN,SYL
BAR,1.0,0.9207032982071749,0.8568866834322504,0.8295167722624349,0.9074846370602132,0.9087932733267304,0.888594996506578,0.8489919950741832,0.8123086323652627
CHA,0.9207032982071749,1.0,0.9465474095434178,0.9325325780429036,0.9400808799103068,0.9487682167611534,0.8936795803632873,0.8606846808436845,0.7779054464902727
DHA_DIV,0.8568866834322504,0.9465474095434178,1.0,0.9952617279192995,0.9215797258743256,0.9384506527459618,0.8470850595943814,0.83756870754268,0.7767810360803575
DHA_METRO,0.8295167722624349,0.9325325780429036,0.9952617279192995,1.0,0.8983630821645908,0.9221962474104786,0.8187376190472219,0.8175313181163881,0.7599959522701344
KHU,0.9074846370602132,0.9400808799103068,0.9215797258743256,0.8983630821645908,1.0,0.9364290540526048,0.9140844372050073,0.8579065984713445,0.7825694347976255
MYM,0.9087932733267304,0.9487682167611534,0.9384506527459618,0.9221962474104786,0.9364290540526048,1.0,0.8790154112103444,0.8607632319186129,0.7986896013152492
RAJ,0.888594996506578,0.8936795803632873,0.8470850595943814,0.8187376190472219,0.9140844372050073,0.8790154112103444,1.0,0.8433444213552279,0.786087668179329
RAN,0.8489919950741832,0.8606846808436845,0.83756870754268,0.8175313181163881,0.8579065984713445,0.8607632319186129,0.8433444213552279,1.0,0.8089892930186134
SYL,0.8123086323652627,0.7779054464902727,0.7767810360803575,0.7599959522701344,0.7825694347976255,0.7986896013152492,0.786087668179329,0.8089892930186134,1.0
