geo_id,model,MAE_macro,RMSE_macro,bias_macro
BAR,persistence,166.56122286377374,211.93066256532438,18.72922946626187
BAR,ar_tweedie_global,183.47081500035642,234.0411987274423,-25.1071714744183
BAR,residual_hist_gbm,193.00403697237726,256.0575986063679,-49.484117824393245
BAR,residual_random_forest,197.14878051759308,252.2445932946932,-45.57572145563766
BAR,panel_hist_gbm,312.7382601778549,384.4941694436677,266.0297523990426
BAR,seasonal_naive_52,639.9737145487287,856.7997570362922,-23.541868959307646
CHA,persistence,182.3275339338676,227.82026260824725,6.092346570445628
CHA,residual_hist_gbm,222.78438150308403,296.1901891076984,-80.7401757938986
CHA,ar_tweedie_global,223.00191699812694,290.9805928021019,-70.54686677906358
CHA,residual_random_forest,228.48958583762015,287.0879099316609,-76.94639879242663
CHA,panel_hist_gbm,382.57033450370824,469.9952766965176,294.5219576604721
CHA,seasonal_naive_52,613.2295265659583,839.1997441844658,-50.97116149510717
DHA_DIV_OUT_METRO,ar_tweedie_global,266.30848500899253,333.5397249481744,-44.429402343378996
DHA_DIV_OUT_METRO,persistence,266.5699843924192,346.9661021853009,8.552665145172938
DHA_DIV_OUT_METRO,residual_hist_gbm,285.9713986895887,361.7858055931057,-64.63093911371854
DHA_DIV_OUT_METRO,residual_random_forest,290.7493831677257,358.3788856568059,-48.17809791804882
DHA_DIV_OUT_METRO,panel_hist_gbm,495.3181958073545,599.4438052729804,434.2606916114326
DHA_DIV_OUT_METRO,seasonal_naive_52,906.4557273715787,1183.8349499313026,-35.165570268586876
DHA_METRO,persistence,471.5184522494034,656.6530818546054,12.978430159698414
DHA_METRO,residual_random_forest,526.7609670672439,716.7971477634377,-82.72817599756266
DHA_METRO,residual_hist_gbm,539.6870736211011,755.7125431534771,-137.9301778802482
DHA_METRO,ar_tweedie_global,669.9384506831357,931.2728290853305,-213.92479173550197
DHA_METRO,panel_hist_gbm,923.4841824694555,1151.2192826591436,779.0875539676615
DHA_METRO,seasonal_naive_52,1454.1365370855328,2137.55518941212,-190.96225343212524
KHU,persistence,145.1026623592735,191.26046457786842,4.110090237899918
KHU,ar_tweedie_global,145.86321751579348,183.8130716593787,-24.434083740644812
KHU,residual_hist_gbm,158.87498472840903,214.7665224159915,-43.42252269821372
KHU,residual_random_forest,166.29103587765792,215.88749687963283,-43.103856541507454
KHU,panel_hist_gbm,286.75390606754524,359.4944793894098,256.62500683979226
KHU,seasonal_naive_52,522.5832836709367,673.3663013506709,-35.16790008039846
MYM,ar_tweedie_global,38.877462535537475,52.36653817940024,-0.7732626387660533
MYM,persistence,40.56653318422227,56.88749756979357,1.2062019251219414
MYM,residual_random_forest,52.78088245071918,70.5023467678107,-23.202326049838636
MYM,panel_hist_gbm,58.07429402268228,73.96217877451484,41.496318423790726
MYM,residual_hist_gbm,62.98837625307961,89.8838898227575,-37.76553128608298
MYM,seasonal_naive_52,120.77671814562402,170.2576114581809,-1.4634215688680485
RAJ,ar_tweedie_global,74.69043333349774,101.61490891847873,-1.7396802791728265
RAJ,persistence,80.60763972267213,114.07096371091096,4.583481404355071
RAJ,residual_random_forest,90.52271647053519,118.51811262189779,-20.114095804100984
RAJ,residual_hist_gbm,101.39918743585199,137.9984511105466,-33.71409642888049
RAJ,panel_hist_gbm,158.43499617783755,198.8076984859659,143.13698073862292
RAJ,seasonal_naive_52,311.41798546342454,406.2405775362652,-36.73102045544313
RAN,ar_tweedie_global,24.96692865112953,35.46831348388596,-1.4678544778304952
RAN,persistence,26.95165208510081,39.42422385230408,0.2632853945950746
RAN,residual_random_forest,39.452293650421794,53.446521175670114,-20.521625657532418
RAN,panel_hist_gbm,41.94218980815779,56.248228305074754,30.09074941174532
RAN,residual_hist_gbm,48.832097653377645,73.62583104217799,-31.15661472449853
RAN,seasonal_naive_52,88.26301515709248,124.23216563792366,-4.501708656738396
SYL,persistence,7.757503751148132,12.501015564753672,0.14110970530699815
SYL,ar_tweedie_global,8.783488800263347,12.750816071929307,-1.512046480201643
SYL,panel_hist_gbm,9.871604182465685,14.896458414601774,1.4740023039298351
SYL,residual_random_forest,22.144109626007882,36.32123206034527,-18.169723100291
SYL,seasonal_naive_52,24.753826160577187,38.26802015378097,-1.90174552140959
SYL,residual_hist_gbm,34.19217371811804,58.23558809233934,-29.873626252781285
